1500;1500;Metallverbindung nach Brand;0;29,12;30,65;;;;;;;;;
1550;1550;Konditionierung je Zahn / Flügel;0;13,88;14,61;;;;;;;;;
1600;1600;Vestibuläre Verblendung Kunststoff;0;47,58;50,08;;;;;;;;;
1610;1610;Zahnfleisch aus Kunststoff;0;15,14;15,94;;;;;;;;;
1620;1620;Vestibuläre Verblendung Keramik;0;97,74;102,88;;;;;;;;;
1628;1628;Vestibuläre Verblendung Keramik bei Implantatversorgung;0;97,74;102,88;;;;;;;;;
1630;1630;Zahnfleisch aus Keramik;0;34,94;36,78;;;;;;;;;
1638;1638;Zahnfleisch aus Keramik bei Implantatversorgung;0;34,94;36,78;;;;;;;;;
1640;1640;Vestibuläre Verblendung Komposit;0;74,39;78,30;;;;;;;;;
1650;1650;Zahnfleisch Komposit;0;20,17;21,23;;;;;;;;;
2010;2010;Metallbasis;0;142,05;149,53;;;;;;;;;
2021;2021;Einarmige gegossene Haltevorrichtung;0;12,17;12,81;;;;;;;;;
2025;2025;Kralle;0;12,17;12,81;;;;;;;;;
2026;2026;Ney-Stiel;0;12,17;12,81;;;;;;;;;
2027;2027;Auflage;0;12,17;12,81;;;;;;;;;
2028;2028;Umgehungsbügel bei Diastema;0;12,17;12,81;;;;;;;;;
2031;2031;Zweiarmige gegossene Haltevorrichtung;0;22,28;23,45;;;;;;;;;
2041;2041;Zweiarmige gegossene Halte- und Stützvorrichtung mit Auflage;0;30,09;31,67;;;;;;;;;
2050;2050;Bonwillklammer;0;54,90;57,79;;;;;;;;;
2081;2081;Rückenschutzplatte;0;39,75;41,84;;;;;;;;;
2082;2082;Metallzahn, gegossen;0;39,75;41,84;;;;;;;;;
2083;2083;Metallkaufläche, gegossen;0;39,75;41,84;;;;;;;;;
2100;2100;Lösungshilfe;0;11,50;12,10;;;;;;;;;
2110;2110;Unterfütterbarer Abschlussrand;0;18,34;19,31;;;;;;;;;
2120;2120;Zuschlag einzelne gegossene Klammer;0;19,07;20,07;;;;;;;;;
3010;3010;Aufstellung, Grundeinheit;0;29,93;31,50;;;;;;;;;
3018;3018;Aufstellung, Grundeinheit bei Implantatversorgung;0;29,93;31,50;;;;;;;;;
3020;3020;Aufstellen Wachs- oder Kunststoff je Zahn;0;1,81;1,90;;;;;;;;;
3028;3028;Aufstellen Wachs- oder Kunststoff je Zahn bei Implantatverso;0;1,81;1,90;;;;;;;;;
3030;3030;Aufstellen Metall je Zahn;0;2,35;2,47;;;;;;;;;
3410;3410;Übertragung je Zahn;0;1,48;1,56;;;;;;;;;
3610;3610;Fertigstellung Grundeinheit;0;50,25;52,89;;;;;;;;;
3618;3618;Fertigstellung Grundeinheit bei Implantatversorgung;0;50,25;52,89;;;;;;;;;
3620;3620;Fertigstellen je Zahn;0;3,23;3,40;;;;;;;;;
3628;3628;Fertigstellen je Zahn bei Implantatversorgung;0;3,23;3,40;;;;;;;;;
3800;3800;Einfache gebogene Halte- / Stützvorrichtung;0;9,93;10,45;;;;;;;;;
3805;3805;Auflage, gebogen (nicht Kralle);0;9,93;10,45;;;;;;;;;
3810;3810;Sonstige gebogene Halte- und/oder Stützvorrichtung;0;16,76;17,64;;;;;;;;;
3821;3821;Weichkunststoff;0;54,26;57,12;;;;;;;;;
3822;3822;Sonderkunststoff;0;54,26;57,12;;;;;;;;;
3830;3830;Zahn zahnfarben hergestellt;0;22,74;23,94;;;;;;;;;
3840;3840;Zahn zahnfarben hinterlegt;0;11,95;12,58;;;;;;;;;
4010;4010;Aufbissbehelf m. adj. Oberfläche;0;65,91;69,38;;;;;;;;;
4020;4020;Aufbissbehelf o. adj. Oberfläche;0;53,60;56,42;;;;;;;;;
4030;4030;Umarbeiten zum Aufbissbehelf;0;40,18;42,29;;;;;;;;;
4040;4040;Semipermanente Schiene aus Metall, je Zahn;0;29,88;31,45;;;;;;;;;
5010;5010;Basen UKPS;0;256,91;270,43;;;;;;;;;
5020;5020;Vestibuläre Protrusionsgleitflächen UKPS;0;17,75;18,68;;;;;;;;;
5100;5100;Befestigungselement Protrusionselement UKPS;0;14,44;15,20;;;;;;;;;
5110;5110;Montage Protrusionselement UKPS;0;14,44;15,20;;;;;;;;;
5200;5200;Befestigungselement Mundöffnungsbegrenzung UKPS;0;9,81;10,33;;;;;;;;;
5210;5210;Einfaches gebogenes Halteelement UKPS;0;9,81;10,33;;;;;;;;;
7010;7010;Basis für Einzelkiefergerät;0;47,61;50,12;;;;;;;;;
7020;7020;Basis für bimaxilläres Gerät;0;83,10;87,47;;;;;;;;;
7030;7030;Schiefe Ebene;0;19,54;20,57;;;;;;;;;
7040;7040;Vorhofplatte;0;47,78;50,29;;;;;;;;;
7050;7050;Kinnkappe;0;46,33;48,77;;;;;;;;;
7100;7100;Aufbiss;0;9,07;9,55;;;;;;;;;
7110;7110;Abschirmelement;0;17,75;18,68;;;;;;;;;
7121;7121;Weichkunststoff (KFO);0;19,13;20,14;;;;;;;;;
7122;7122;Sonderkunststoff (KFO);0;19,13;20,14;;;;;;;;;
7200;7200;Schraube einarbeiten;0;14,44;15,20;;;;;;;;;
7210;7210;Spezial-Schraube einarbeiten;0;24,12;25,39;;;;;;;;;
7220;7220;Trennen einer Basis;0;6,32;6,65;;;;;;;;;
7300;7300;Labialbogen;0;17,29;18,20;;;;;;;;;
7310;7310;Labialbogen modifiziert;0;24,12;25,39;;;;;;;;;
7320;7320;Labialbogen intermaxillär;0;24,12;25,39;;;;;;;;;
7330;7330;Feder, offen;0;7,73;8,14;;;;;;;;;
7340;7340;Feder, geschlossen;0;11,56;12,17;;;;;;;;;
7400;7400;Verbindungselement / intramaxillär;0;19,46;20,48;;;;;;;;;
7410;7410;Verbindungselemente / intermaxillär;0;24,12;25,39;;;;;;;;;
7420;7420;Verankerungselement;0;19,71;20,75;;;;;;;;;
7430;7430;Einzelelement einarbeiten;0;11,26;11,85;;;;;;;;;
7440;7440;Metallverbindung (KFO);0;8,22;8,65;;;;;;;;;
7500;7500;Einarmiges H- / A-Element;0;7,73;8,14;;;;;;;;;
7510;7510;Mehrarmiges H- / A-Element;0;9,77;10,28;;;;;;;;;
8010;8010;Grundeinheit ZE;0;19,37;20,39;;;;;;;;;
8018;8018;Grundeinheit Instandsetzung ZE / implantatgestützt;0;19,37;20,39;;;;;;;;;
8021;8021;LE Sprung;0;8,33;8,77;;;;;;;;;
8022;8022;LE Bruch;0;8,33;8,77;;;;;;;;;
8023;8023;LE Einarbeiten eines Zahnes;0;8,33;8,77;;;;;;;;;
8024;8024;LE Basisteil Kunststoff;0;8,33;8,77;;;;;;;;;
8025;8025;LE Halte- und / oder Stützvorrichtung einarbeiten;0;8,33;8,77;;;;;;;;;
8026;8026;LE Rückenschutzplatte einarbeiten;0;8,33;8,77;;;;;;;;;
8027;8027;LE Kunststoffsattel;0;8,33;8,77;;;;;;;;;
8030;8030;Retention, gebogen;0;36,29;38,20;;;;;;;;;
8040;8040;Retention, gegossen;0;45,85;48,26;;;;;;;;;
8060;8060;Gegossenes Basisteil;0;69,46;73,12;;;;;;;;;
8070;8070;Metallverbindung bei Instandsetzung / Erweiterung;0;18,17;19,13;;;;;;;;;
8080;8080;Teilunterfütterung einer Basis;0;35,60;37,47;;;;;;;;;
8085;8085;Teilunterfütterung Basis UKPS;0;35,31;37,17;;;;;;;;;
8088;8088;Teilunterfütterung / implantatgestützt;0;35,60;37,47;;;;;;;;;
8090;8090;Vollständige Unterfütterung;0;56,93;59,93;;;;;;;;;
8098;8098;Vollständige Unterfütterung / implantatgestützt;0;56,93;59,93;;;;;;;;;
8100;8100;Prothesenbasis erneuern;0;69,67;73,34;;;;;;;;;
8108;8108;Prothesenbasis erneuern / Implantatversorgung;0;69,67;73,34;;;;;;;;;
8130;8130;Auswechseln Konfektionsteil;0;12,22;12,86;;;;;;;;;
8200;8200;Instandsetzung Krone / Flügel / Brückenglied;0;35,82;37,71;;;;;;;;;
8208;8208;Instandsetzung Krone , implantatgestützt;0;35,82;37,71;;;;;;;;;
8500;8500;Grundeinheit Instandsetzung / Erweiterung UKPS;0;50,35;53,00;;;;;;;;;
8511;8511;LE Erneuerung Basis UKPS;0;128,46;135,22;;;;;;;;;
8512;8512;LE Sprung / Bruch UKPS;0;8,27;8,70;;;;;;;;;
8513;8513;LE Basisteil Kunststoff UKPS;0;8,27;8,70;;;;;;;;;
8514;8514;LE Halte- und / oder Stützvorrichtung einarbeiten UKPS;0;8,27;8,70;;;;;;;;;
8610;8610;Grundeinheit / Instandsetzung KFO oder Aufbissbehelf;0;16,06;16,90;;;;;;;;;
8620;8620;LE Einfügen Regulierungs- oder Halteelement;0;6,21;6,54;;;;;;;;;
8630;8630;LE Erneuerung eines Elementes / intermaxillär;0;12,07;12,70;;;;;;;;;
8640;8640;KFO-Basis erneuern;0;59,06;62,17;;;;;;;;;
8700;8700;Remontieren KFO-Gerät;0;27,99;29,46;;;;;;;;;
9330;9330;Versandkosten;0;0,00;6,08;;;;;;;;;
9335;9335;Versandkosten UKPS;0;0,00;6,07;;;;;;;;;
9338;9338;Versandkosten bei Implantatversorgung;0;0,00;6,08;;;;;;;;;
9700;9700;Verarbeitungsaufwand NEM-Legierung;0;14,29;14,29;;;;;;;;;
