3410;3410;Übertragung je Zahn;0;1,5;1,59
3610;3610;Fertigstellung Grundeinheit;0;51,29;53,99
3618;3618;Fertigst. Grundeinheit bei Implantatversorgung;0;51,29;53,99
3620;3620;Fertigstellen je Zahn;0;3,3;3,48
3628;3628;Fertigstellen je Zahn bei Implantatversorgung;0;3,3;3,48
3800;3800;Einfache gebogene Halte-/Stützvorrichtung;0;10,12;10,66
3805;3805;Gebogene Auflage;0;10,12;10,66
3810;3810;Sonstige gebogene Halte-/Stützvorrichtung;0;17,09;18
3821;3821;Weichkunststoff;0;55,38;58,3
3822;3822;Sonderkunststoff;0;55,38;58,3
3830;3830;Zahn zahnfarben hergestellt;0;23,22;24,44
3840;3840;Zahn zahnfarben hinterlegt;0;12,18;12,83
4010;4010;Aufbissbehelf mit adj. Oberfläche;0;136,72;143,92
4020;4020;Aufbissbehelf ohne adj. Oberfläche;0;81,15;85,42
4030;4030;Umarbeiten zum Aufbissbehelf;0;56,42;59,4
4040;4040;Semipermanente Schiene aus Metall, je Zahn;0;48,51;51,06
5010;5010;Basen UKPS ;0;261,54;275,31
5020;5020;Vestibuläre Protrusionsgleitflächen UKPS;0;19,4;20,43
5100;5100;Befestigungselement Protrusionselement UKPS ;0;17,65;18,58
5110;5110;Protrusionselement UKPS;0;17,65;18,58
5200;5200;Befestigungselement Mundöffnungsbegrenzung UKPS;0;10,12;10,66
5210;5210;Einfaches gebogenes Halteelement für UKPS;0;10,12;10,66
7010;7010;Basis für Einzelkiefergerät;0;62,63;65,94
7020;7020;Basis bimaxilläres Gerät;0;132,33;139,3
7030;7030;Schiefe Ebene;0;45,88;48,3
7040;7040;Vorhofplatte;0;52,94;55,73
7050;7050;Kinnkappe;0;48,51;51,06
7100;7100;Aufbiss;0;12,34;12,99
7110;7110;Abschirmelement;0;19,4;20,43
7121;7121;Weichkunststoff (KFO);0;36,16;38,07
7122;7122;Sonderkunststoff (KFO);0;36,16;38,07
7200;7200;Schraube einarbeiten;0;17,64;18,58
7210;7210;Spezial-Schraube einarbeiten;0;21,16;22,28
7220;7220;Trennen einer Basis;0;7,06;7,44
7300;7300;Labialbogen;0;22,93;24,14
7310;7310;Labialbogen modifiziert;0;30,88;32,51
7320;7320;Labialbogen intermaxillär;0;37,03;38,98
7330;7330;Feder, offen;0;10,6;11,16
7340;7340;Feder, geschlossen;0;13,24;13,94
7400;7400;Verbindungselement/intramaxillär;0;25,57;26,92
7410;7410;Verbindungselemente/intermaxillär;0;30,88;32,51
7420;7420;Verankerungselement;0;25,57;26,92
7430;7430;Einzelelement einarbeiten;0;13,24;13,94
7440;7440;Metallverbindung (KFO);0;18,52;19,5
7500;7500;Einarmiges H-/A-Element;0;11,47;12,08
7510;7510;Mehrarmiges H-/A-Element;0;17,64;18,58
8010;8010;Grundeinheit ZE;0;19,76;20,8
8018;8018;Grundeinh. Instands. ZE/implantatgestützt;0;19,76;20,8
8021;8021;LE Sprung;0;8,51;8,97
8022;8022;LE Bruch;0;8,51;8,97
8023;8023;LE Einarbeiten Zahn;0;8,51;8,97
8024;8024;LE Basisteil Kunststoff;0;8,51;8,97
8025;8025;LE Halte- und/oder Stützvorrichtung einarbeiten;0;8,51;8,97
8026;8026;LE Rückenschutzplatte einarbeiten;0;8,51;8,97
8027;8027;LE Kunststoffsattel;0;8,51;8,97
8030;8030;Retention, gebogen;0;37,04;39
8040;8040;Retention, gegossen;0;46,79;49,26
8060;8060;Gegossenes Basisteil;0;70,89;74,62
8070;8070;Metallverbindung bei Instandsetzung/Erweiterung;0;18,56;19,54
8080;8080;Teilunterfütterung einer Basis;0;36,33;38,25
8085;8085;Teilunterfütterung Basis UKPS ;0;36,33;38,25
8088;8088;Teilunterfütterung/implantatgestützt;0;36,33;38,25
8090;8090;Vollständige Unterfütterung;0;58,12;61,18
8098;8098;Vollst. Unterfütterung/implantatgestützt;0;58,12;61,18
8100;8100;Prothesenbasis erneuern;0;71,12;74,87
8108;8108;Prothesenbasis erneuern/Implantatversorgung;0;71,12;74,87
8130;8130;Auswechseln Konfektionsteil;0;12,46;13,13
8200;8200;Instandsetzung Krone/Flügel/Brückenglied;0;36,56;38,49
8208;8208;Instandsetzung Krone/implantatgestützt;0;36,56;38,49
8500;8500;Grundeinheit für Instandsetzung / Erweiterung einer UKPS;0;51,37;54,08
8511;8511;LE Erneuerung Basis UKPS;0;130,77;137,66
8512;8512;LE Sprung/Bruch UKPS;0;8,52;8,97
8513;8513;LE Basisteil Kunststoff UKPS;0;8,52;8,97
8514;8514;LE Halte- und/oder Stützvorrichtung einarbeiten UKPS ;0;8,52;8,97
8610;8610;Grundeinheit/Instands. KFO oder Aufbissbehelf;0;17,64;18,58
8620;8620;LE Einfügen Regulierungs- oder Halteelement;0;8,82;9,29
8630;8630;LE Erneuerung eines Elementes/intermaxillär;0;15,44;16,25
8640;8640;KFO-Basis erneuern;0;70,56;74,28
8700;8700;Remontieren KFO-Gerät;0;44,12;46,45
9330;9330;Versandkosten;0;0;6,08
9335;9335;Versandkosten UKPS;0;0;6,08
9338;9338;Versandkosten bei Implantatversorgung;0;0;6,08
9700;9700;Verarbeitungsaufwand NEM-Legierung;0;14,6;14,6
