1360;1360;Gefrästes Lager;0;53,94;56,78;;;;;;;;;
1370;1370;Schubverteilungsarm;0;40,45;42,58;;;;;;;;;
1500;1500;Metallverbindung nach Brand;0;30,15;31,74;;;;;;;;;
1550;1550;Konditionierung je Zahn / Flügel;0;14,37;15,13;;;;;;;;;
1600;1600;Vestibuläre Verblendung Kunststoff;0;49,27;51,86;;;;;;;;;
1610;1610;Zahnfleisch aus Kunststoff;0;15,68;16,51;;;;;;;;;
1620;1620;Vestibuläre Verblendung Keramik;0;103,19;108,62;;;;;;;;;
1628;1628;Vestibuläre Verblendung Keramik bei Implantatversorgung;0;99,69;104,94;;;;;;;;;
1630;1630;Zahnfleisch aus Keramik;0;36,19;38,09;;;;;;;;;
1638;1638;Zahnfleisch aus Keramik bei Implantatversorgung;0;35,64;37,52;;;;;;;;;
1640;1640;Vestibuläre Verblendung Komposit;0;78,56;82,69;;;;;;;;;
1650;1650;Zahnfleisch Komposit;0;20,89;21,99;;;;;;;;;
2010;2010;Metallbasis;0;150,01;157,91;;;;;;;;;
2021;2021;Einarmige gegossene Haltevorrichtung;0;12,61;13,27;;;;;;;;;
2025;2025;Kralle;0;12,61;13,27;;;;;;;;;
2026;2026;Ney-Stiel;0;12,61;13,27;;;;;;;;;
2027;2027;Auflage;0;12,61;13,27;;;;;;;;;
2028;2028;Umgehungsbügel bei Diastema;0;12,61;13,27;;;;;;;;;
2031;2031;Zweiarmige gegossene Haltevorrichtung;0;23,07;24,28;;;;;;;;;
2041;2041;Zweiarmige gegossene Halte- und Stützvorrichtung mit Auflage;0;31,78;33,45;;;;;;;;;
2050;2050;Bonwillklammer;0;56,86;59,85;;;;;;;;;
2081;2081;Rückenschutzplatte;0;41,16;43,33;;;;;;;;;
2082;2082;Metallzahn, gegossen;0;41,16;43,33;;;;;;;;;
2083;2083;Metallkaufläche, gegossen;0;41,16;43,33;;;;;;;;;
2100;2100;Lösungshilfe;0;11,90;12,53;;;;;;;;;
2110;2110;Unterfütterbarer Abschlussrand;0;19,00;20,00;;;;;;;;;
2120;2120;Zuschlag einzelne gegossene Klammer;0;19,74;20,78;;;;;;;;;
3010;3010;Aufstellung, Grundeinheit;0;31,60;33,26;;;;;;;;;
3018;3018;Aufstellung, Grundeinheit bei Implantatversorgung;0;30,52;32,13;;;;;;;;;
3020;3020;Aufstellen Wachs- oder Kunststoff je Zahn;0;1,87;1,97;;;;;;;;;
3028;3028;Aufstellen Wachs- oder Kunststoff je Zahn bei Implantatverso;0;1,84;1,94;;;;;;;;;
3030;3030;Aufstellen Metall je Zahn;0;2,43;2,56;;;;;;;;;
3410;3410;Übertragung je Zahn;0;1,54;1,62;;;;;;;;;
3610;3610;Fertigstellung Grundeinheit;0;53,06;55,85;;;;;;;;;
3618;3618;Fertigstellung Grundeinheit bei Implantatversorgung;0;51,25;53,95;;;;;;;;;
3620;3620;Fertigstellen je Zahn;0;3,34;3,52;;;;;;;;;
3628;3628;Fertigstellen je Zahn bei Implantatversorgung;0;3,30;3,47;;;;;;;;;
3800;3800;Einfache gebogene Halte- / Stützvorrichtung;0;10,28;10,82;;;;;;;;;
3805;3805;Auflage, gebogen (nicht Kralle);0;10,28;10,82;;;;;;;;;
3810;3810;Sonstige gebogene Halte- und/oder Stützvorrichtung;0;17,36;18,27;;;;;;;;;
3821;3821;Weichkunststoff;0;56,19;59,15;;;;;;;;;
3822;3822;Sonderkunststoff;0;56,19;59,15;;;;;;;;;
3830;3830;Zahn zahnfarben hergestellt;0;23,55;24,79;;;;;;;;;
3840;3840;Zahn zahnfarben hinterlegt;0;12,38;13,03;;;;;;;;;
4010;4010;Aufbissbehelf m. adj. Oberfläche;0;85,14;89,62;;;;;;;;;
4020;4020;Aufbissbehelf o. adj. Oberfläche;0;55,08;57,98;;;;;;;;;
4030;4030;Umarbeiten zum Aufbissbehelf;0;41,29;43,46;;;;;;;;;
4040;4040;Semipermanente Schiene aus Metall, je Zahn;0;30,70;32,32;;;;;;;;;
5010;5010;Basen UKPS;0;265,77;279,76;;;;;;;;;
5020;5020;Vestibuläre Protrusionsgleitflächen UKPS;0;18,35;19,32;;;;;;;;;
5100;5100;Befestigungselement Protrusionselement UKPS;0;14,93;15,72;;;;;;;;;
5110;5110;Montage Protrusionselement UKPS;0;14,93;15,72;;;;;;;;;
5200;5200;Befestigungselement Mundöffnungsbegrenzung UKPS;0;10,16;10,69;;;;;;;;;
5210;5210;Einfaches gebogenes Halteelement UKPS;0;10,16;10,69;;;;;;;;;
7010;7010;Basis für Einzelkiefergerät;0;48,93;51,51;;;;;;;;;
7020;7020;Basis für bimaxilläres Gerät;0;85,40;89,89;;;;;;;;;
7030;7030;Schiefe Ebene;0;20,08;21,14;;;;;;;;;
7040;7040;Vorhofplatte;0;49,10;51,68;;;;;;;;;
7050;7050;Kinnkappe;0;47,61;50,12;;;;;;;;;
7100;7100;Aufbiss;0;9,32;9,81;;;;;;;;;
7110;7110;Abschirmelement;0;18,24;19,20;;;;;;;;;
7121;7121;Weichkunststoff (KFO);0;19,67;20,70;;;;;;;;;
7122;7122;Sonderkunststoff (KFO);0;19,67;20,70;;;;;;;;;
7200;7200;Schraube einarbeiten;0;14,84;15,62;;;;;;;;;
7210;7210;Spezial-Schraube einarbeiten;0;24,79;26,09;;;;;;;;;
7220;7220;Trennen einer Basis;0;6,49;6,83;;;;;;;;;
7300;7300;Labialbogen;0;17,77;18,70;;;;;;;;;
7310;7310;Labialbogen modifiziert;0;24,79;26,09;;;;;;;;;
7320;7320;Labialbogen intermaxillär;0;24,79;26,09;;;;;;;;;
7330;7330;Feder, offen;0;7,95;8,37;;;;;;;;;
7340;7340;Feder, geschlossen;0;11,88;12,51;;;;;;;;;
7400;7400;Verbindungselement / intramaxillär;0;20,00;21,05;;;;;;;;;
7410;7410;Verbindungselemente / intermaxillär;0;24,79;26,09;;;;;;;;;
7420;7420;Verankerungselement;0;20,25;21,32;;;;;;;;;
7430;7430;Einzelelement einarbeiten;0;11,57;12,18;;;;;;;;;
7440;7440;Metallverbindung (KFO);0;8,45;8,89;;;;;;;;;
7500;7500;Einarmiges H- / A-Element;0;7,95;8,37;;;;;;;;;
7510;7510;Mehrarmiges H- / A-Element;0;10,03;10,56;;;;;;;;;
8010;8010;Grundeinheit ZE;0;20,43;21,51;;;;;;;;;
8018;8018;Grundeinheit Instandsetzung ZE / implantatgestützt;0;19,76;20,80;;;;;;;;;
8021;8021;LE Sprung;0;8,81;9,27;;;;;;;;;
8022;8022;LE Bruch;0;8,81;9,27;;;;;;;;;
8023;8023;LE Einarbeiten eines Zahnes;0;8,81;9,27;;;;;;;;;
8024;8024;LE Basisteil Kunststoff;0;8,63;9,08;;;;;;;;;
8025;8025;LE Halte- und / oder Stützvorrichtung einarbeiten;0;8,63;9,08;;;;;;;;;
8026;8026;LE Rückenschutzplatte einarbeiten;0;8,63;9,08;;;;;;;;;
8027;8027;LE Kunststoffsattel;0;8,63;9,08;;;;;;;;;
8030;8030;Retention, gebogen;0;38,32;40,34;;;;;;;;;
8040;8040;Retention, gegossen;0;47,48;49,98;;;;;;;;;
8060;8060;Gegossenes Basisteil;0;71,93;75,72;;;;;;;;;
8070;8070;Metallverbindung bei Instandsetzung / Erweiterung;0;18,82;19,81;;;;;;;;;
8080;8080;Teilunterfütterung einer Basis;0;36,86;38,80;;;;;;;;;
8085;8085;Teilunterfütterung Basis UKPS;0;36,53;38,45;;;;;;;;;
8088;8088;Teilunterfütterung / implantatgestützt;0;36,31;38,22;;;;;;;;;
8090;8090;Vollständige Unterfütterung;0;60,13;63,29;;;;;;;;;
8098;8098;Vollständige Unterfütterung / implantatgestützt;0;58,07;61,13;;;;;;;;;
8100;8100;Prothesenbasis erneuern;0;73,58;77,45;;;;;;;;;
8108;8108;Prothesenbasis erneuern / Implantatversorgung;0;71,07;74,81;;;;;;;;;
8130;8130;Auswechseln Konfektionsteil;0;12,65;13,32;;;;;;;;;
8200;8200;Instandsetzung Krone / Flügel / Brückenglied;0;37,10;39,05;;;;;;;;;
8208;8208;Instandsetzung Krone , implantatgestützt;0;36,54;38,46;;;;;;;;;
8500;8500;Grundeinheit Instandsetzung / Erweiterung UKPS;0;52,09;54,83;;;;;;;;;
8511;8511;LE Erneuerung Basis UKPS;0;132,90;139,89;;;;;;;;;
8512;8512;LE Sprung / Bruch UKPS;0;8,55;9,00;;;;;;;;;
8513;8513;LE Basisteil Kunststoff UKPS;0;8,55;9,00;;;;;;;;;
8514;8514;LE Halte- und / oder Stützvorrichtung einarbeiten UKPS;0;8,55;9,00;;;;;;;;;
8610;8610;Grundeinheit / Instandsetzung KFO oder Aufbissbehelf;0;16,50;17,37;;;;;;;;;
8620;8620;LE Einfügen Regulierungs- oder Halteelement;0;6,38;6,72;;;;;;;;;
8630;8630;LE Erneuerung eines Elementes / intermaxillär;0;12,40;13,05;;;;;;;;;
8640;8640;KFO-Basis erneuern;0;60,70;63,89;;;;;;;;;
8700;8700;Remontieren KFO-Gerät;0;28,77;30,28;;;;;;;;;
9330;9330;Versandkosten;0;0,00;6,29;;;;;;;;;
9335;9335;Versandkosten UKPS;0;0,00;6,28;;;;;;;;;
9338;9338;Versandkosten bei Implantatversorgung;0;0,00;6,29;;;;;;;;;
9700;9700;Verarbeitungsaufwand NEM-Legierung;0;14,34;15,10;;;;;;;;;
