7030;7030;Schiefe Ebene;;47,46;49,97
7040;7040;Vorhofplatte;;54,77;57,65
7050;7050;Kinnkappe;;50,18;52,82
7100;7100;Aufbiss;;12,76;13,44
7110;7110;Abschirmelement;;20,07;21,13
7121;7121;Weichkunststoff (KFO);;37,41;39,38
7122;7122;Sonderkunststoff (KFO);;37,41;39,38
7200;7200;Schraube einarbeiten;;18,25;19,22
7210;7210;Spezial-Schraube einarbeiten;;21,89;23,05
7220;7220;Trennen einer Basis;;7,31;7,7
7300;7300;Labialbogen;;23,72;24,97
7310;7310;Labialbogen modifiziert;;31,95;33,63
7320;7320;Labialbogen intermaxillär;;38,3;40,32
7330;7330;Feder, offen;;10,96;11,55
7340;7340;Feder, geschlossen;;13,69;14,42
7400;7400;Verbindungselement/intramaxillär;;26,45;27,85
7410;7410;Verbindungselemente/intermaxillär;;31,95;33,63
7420;7420;Verankerungselement;;26,45;27,85
7430;7430;Einzelelement einarbeiten;;13,69;14,42
7440;7440;Metallverbindung (KFO);;19,16;20,17
7500;7500;Einarmiges H-/A-Element;;11,87;12,5
7510;7510;Mehrarmiges H-/A-Element;;18,25;19,22
8010;8010;Grundeinheit ZE;;20,43;21,51
8018;8018;Grundeinh. Instands. ZE/implantatgestützt;;20,43;21,51
8021;8021;LE Sprung;;8,8;9,27
8022;8022;LE Bruch;;8,8;9,27
8023;8023;LE Einarbeiten Zahn;;8,8;9,27
8024;8024;LE Basisteil Kunststoff;;8,8;9,27
8025;8025;LE Halte- und/oder Stützvorrichtung einarbeiten;;8,8;9,27
8026;8026;LE Rückenschutzplatte einarbeiten;;8,8;9,27
8027;8027;LE Kunststoffsattel;;8,8;9,27
8030;8030;Retention, gebogen;;38,32;40,34
8040;8040;Retention, gegossen;;48,4;50,96
8060;8060;Gegossenes Basisteil;;73,33;77,2
8070;8070;Metallverbindung bei Instandsetzung/Erweiterung;;19,2;20,21
8080;8080;Teilunterfütterung einer Basis;;37,59;39,57
8085;8085;Teilunterfütterung Basis UKPS ;;37,59;39,57
8088;8088;Teilunterfütterung/implantatgestützt;;37,59;39,57
8090;8090;Vollständige Unterfütterung;;60,12;63,29
8098;8098;Vollst. Unterfütterung/implantatgestützt;;60,12;63,29
8100;8100;Prothesenbasis erneuern;;73,57;77,45
8108;8108;Prothesenbasis erneuern/Implantatversorgung;;73,57;77,45
8130;8130;Auswechseln Konfektionsteil;;12,89;13,58
8200;8200;Instandsetzung Krone/Flügel/Brückenglied;;37,82;39,82
8208;8208;Instandsetzung Krone/implantatgestützt;;37,82;39,82
8500;8500;Grundeinheit für Instandsetzung / Erweiterung einer UKPS;;53,14;55,95
8511;8511;LE Erneuerung Basis UKPS;;135,28;142,41
8512;8512;LE Sprung/Bruch UKPS;;8,81;9,28
8513;8513;LE Basisteil Kunststoff UKPS;;8,81;9,28
8514;8514;LE Halte- und/oder Stützvorrichtung einarbeiten UKPS ;;8,81;9,28
8610;8610;Grundeinheit/Instands. KFO oder Aufbissbehelf;;18,25;19,22
8620;8620;LE Einfügen Regulierungs- oder Halteelement;;9,12;9,61
8630;8630;LE Erneuerung eines Elementes/intermaxillär;;15,97;16,81
8640;8640;KFO-Basis erneuern;;73;76,84
8700;8700;Remontieren KFO-Gerät;;45,64;48,05
9330;9330;Versandkosten;;0;6,29
9335;9335;Versandkosten UKPS;;0;6,29
9338;9338;Versandkosten bei Implantatversorgung;;0;6,29
9700;9700;Verarbeitungsaufwand NEM-Legierung;;15,1;15,1
